date,cost
27/11/2021,630
27/11/2021,990
30/11/2021,9090
01/12/2021,9090
02/12/2021,13950
02/12/2021,2340
05/12/2021,1440
05/12/2021,1530
05/12/2021,3330
07/12/2021,0
07/12/2021,0
09/12/2021,0
11/12/2021,0
13/12/2021,0
13/12/2021,1530
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,0
13/12/2021,2610
13/12/2021,3510
13/12/2021,3510
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
14/12/2021,0
15/12/2021,0
15/12/2021,0
15/12/2021,0
15/12/2021,0
15/12/2021,1980
15/12/2021,0
15/12/2021,0
15/12/2021,0
15/12/2021,0
15/12/2021,1440
15/12/2021,0
15/12/2021,0
15/12/2021,2610
15/12/2021,3510
15/12/2021,0
16/12/2021,0
16/12/2021,0
16/12/2021,0
16/12/2021,1980
16/12/2021,0
16/12/2021,0
16/12/2021,0
16/12/2021,0
16/12/2021,0
16/12/2021,0
17/12/2021,0
17/12/2021,0
17/12/2021,1530
17/12/2021,0
17/12/2021,0
17/12/2021,0
17/12/2021,0
17/12/2021,0
17/12/2021,0
17/12/2021,4770
17/12/2021,0
18/12/2021,0
18/12/2021,0
18/12/2021,0
18/12/2021,0
18/12/2021,0
18/12/2021,1800
18/12/2021,1710
18/12/2021,0
18/12/2021,4050
18/12/2021,5310
18/12/2021,5400
19/12/2021,0
19/12/2021,0
19/12/2021,0
19/12/2021,0
19/12/2021,2340
19/12/2021,0
19/12/2021,8730
19/12/2021,1530
19/12/2021,9000
19/12/2021,0
20/12/2021,810
20/12/2021,900
20/12/2021,990
20/12/2021,13860
20/12/2021,0
20/12/2021,0
21/12/2021,990
21/12/2021,1080
21/12/2021,1080
21/12/2021,0
21/12/2021,0
21/12/2021,0
21/12/2021,0
21/12/2021,0
22/12/2021,900
22/12/2021,900
22/12/2021,990
22/12/2021,1080
22/12/2021,1080
22/12/2021,0
22/12/2021,0
22/12/2021,0
22/12/2021,0
23/12/2021,990
23/12/2021,0
23/12/2021,0
23/12/2021,0
23/12/2021,0
24/12/2021,900
24/12/2021,1080
24/12/2021,1080
24/12/2021,1080
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
24/12/2021,0
,
20/06/2022,0
20/06/2022,0
20/06/2022,0
20/06/2022,19780
20/06/2022,2668
20/06/2022,552
20/06/2022,15640
21/06/2022,1288
21/06/2022,0
21/06/2022,0
21/06/2022,276
21/06/2022,4232
22/06/2022,0
22/06/2022,0
22/06/2022,0
23/06/2022,0
23/06/2022,0
23/06/2022,4048
24/06/2022,0
24/06/2022,0
24/06/2022,0
24/06/2022,0
25/06/2022,276
25/06/2022,1012
25/06/2022,0
25/06/2022,3496
26/06/2022,0
26/06/2022,0
27/06/2022,476
27/06/2022,476
27/06/2022,0
27/06/2022,476
27/06/2022,612
27/06/2022,0
27/06/2022,476
27/06/2022,0
28/06/2022,0
28/06/2022,476
28/06/2022,0
28/06/2022,0
28/06/2022,612
28/06/2022,0
28/06/2022,0
28/06/2022,816
28/06/2022,0
29/06/2022,0
29/06/2022,748
29/06/2022,544
29/06/2022,680
29/06/2022,0
29/06/2022,0
29/06/2022,0
29/06/2022,0
29/06/2022,0
29/06/2022,1972
29/06/2022,0
29/06/2022,5304
29/06/2022,0
29/06/2022,0
30/06/2022,0
30/06/2022,476
30/06/2022,0
30/06/2022,0
30/06/2022,612
30/06/2022,0
30/06/2022,476
30/06/2022,0
01/07/2022,340
01/07/2022,544
01/07/2022,0
01/07/2022,612
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
01/07/2022,0
02/07/2022,0
02/07/2022,0
02/07/2022,0
02/07/2022,952
02/07/2022,0
02/07/2022,0
02/07/2022,0
03/07/2022,612
03/07/2022,612
03/07/2022,0
03/07/2022,0
03/07/2022,0
04/07/2022,340
04/07/2022,476
04/07/2022,0
04/07/2022,0
04/07/2022,340
04/07/2022,340
04/07/2022,340
04/07/2022,340
04/07/2022,476
04/07/2022,0
04/07/2022,408
05/07/2022,476
05/07/2022,0
05/07/2022,0
05/07/2022,0
05/07/2022,544
05/07/2022,272
05/07/2022,272
05/07/2022,272
05/07/2022,612
05/07/2022,816
05/07/2022,612
06/07/2022,0
06/07/2022,0
06/07/2022,544
06/07/2022,476
06/07/2022,476
06/07/2022,816
06/07/2022,476
06/07/2022,0
06/07/2022,0
06/07/2022,0
06/07/2022,476
07/07/2022,0
07/07/2022,0
07/07/2022,544
07/07/2022,612
07/07/2022,612
07/07/2022,612
07/07/2022,544
07/07/2022,476
07/07/2022,0
07/07/2022,476
08/07/2022,0
08/07/2022,0
08/07/2022,544
08/07/2022,544
08/07/2022,544
08/07/2022,0
08/07/2022,476
08/07/2022,612
08/07/2022,0
08/07/2022,476
08/07/2022,0
08/07/2022,0
08/07/2022,408
09/07/2022,544
09/07/2022,612
09/07/2022,952
09/07/2022,1292
09/07/2022,0
09/07/2022,1360
09/07/2022,0
09/07/2022,748
09/07/2022,0
10/07/2022,748
10/07/2022,2312
10/07/2022,0
10/07/2022,0
10/07/2022,0
10/07/2022,0
10/07/2022,0
10/07/2022,1632
10/07/2022,0
10/07/2022,0
10/07/2022,0
