date,tv cost,google,meta,total_ads,transactions,revenue
2021-07-13,0.0,6105.99,334.261397,6440.251397,277,89267.22
2021-07-14,0.0,6242.59,323.17,6565.76,372,122782.85
2021-07-15,0.0,5539.05,312.822661,5851.872661,254,85551.7
2021-07-16,0.0,6099.54,321.48,6421.02,238,78265.12
2021-07-17,0.0,6188.71,342.35,6531.06,240,79762.99
2021-07-18,4588.825,6162.53,328.06,6490.59,256,79239.32
2021-07-19,9701.74,6251.41,320.71,6572.12,314,99293.51
2021-07-20,3620.8,5763.83,326.15,6089.98,246,86355.96
2021-07-21,7058.1,5983.81,326.255753,6310.065753000001,263,79702.83
2021-07-22,9103.33,5753.99,318.21,6072.2,236,68656.15
2021-07-23,8093.5599999999995,5800.03,315.62,6115.65,242,76305.87
2021-07-24,8842.68,4607.46,339.98,4947.4400000000005,225,71635.72
2021-07-25,8790.92,5037.46,325.79,5363.25,333,108976.57
2021-07-26,4744.1,6486.25,322.09,6808.34,391,126417.65
2021-07-27,3540.325,6144.95,326.101446,6471.0514459999995,368,115758.28
2021-07-28,11998.145,6251.77,322.18,6573.950000000001,203,64781.78
2021-07-29,4462.52,6625.59,320.979013,6946.569013,246,83246.92
2021-07-30,3327.255,7163.48,319.47,7482.95,225,76246.98
2021-07-31,4760.345,7458.31,338.4,7796.71,205,68101.25
2021-08-01,4047.3450000000003,7595.78,328.23,7924.01,334,114068.78
2021-08-02,14454.7,7434.85,328.55,7763.400000000001,349,115459.95
2021-08-03,22563.72,7061.35,326.858877,7388.208877,295,102194.25
2021-08-04,18994.55,7728.56,315.74,8044.3,287,94277.63
2021-08-05,26097.525,7352.64,321.16731,7673.80731,281,94273.43
2021-08-06,14206.225,6239.28,317.85,6557.13,226,76967.83
2021-08-07,17036.91,7074.48,336.6,7411.08,275,87957.84
2021-08-08,20509.625,7027.54,327.89,7355.43,269,88375.22
2021-08-09,0.0,6364.92,317.51,6682.43,318,104346.78
2021-08-10,0.0,5733.67,391.13,6124.8,234,80828.2
2021-08-11,0.0,4862.74,453.842551,5316.5825509999995,246,81317.77
2021-08-12,0.0,5091.16,463.9,5555.0599999999995,239,92068.21
2021-08-13,0.0,4507.88,467.660901,4975.540901,231,79987.65
2021-08-14,0.0,4979.9,494.94,5474.839999999999,239,79441.5
2021-08-15,0.0,5636.27,479.69,6115.96,350,111662.28
2021-08-16,0.0,6704.5,477.229084,7181.729084,353,116398.52
2021-08-17,0.0,6354.91,477.45,6832.36,246,73293.89
2021-08-18,0.0,7067.99,470.530307,7538.520307,275,86692.32
2021-08-19,0.0,7312.09,475.540915,7787.630915,259,83555.58
2021-08-20,0.0,6358.66,465.3,6823.96,219,65670.75
2021-08-21,0.0,5743.45,479.26062,6222.71062,236,71798.53
2021-08-22,0.0,6779.91,477.57265,7257.48265,368,109734.34
2021-08-23,0.0,8625.39,474.109064,9099.499064,351,111275.05
2021-08-24,0.0,8995.97,478.72,9474.689999999999,306,98770.19
2021-08-25,0.0,8105.52,468.340613,8573.860613,242,77059.5
2021-08-26,0.0,7448.29,476.71,7925.0,257,86109.95
2021-08-27,0.0,8021.92,461.78,8483.7,229,80431.77
2021-08-28,0.0,7355.46,487.75,7843.21,227,78609.37
2021-08-29,0.0,8080.75,476.6,8557.35,331,113185.52
2021-08-30,0.0,9233.63,428.31,9661.939999999999,356,125165.0
2021-08-31,0.0,7789.34,483.08,8272.42,295,132100.54
2021-09-01,0.0,5790.51,546.19,6336.700000000001,271,97148.49
2021-09-02,0.0,5882.86,529.93,6412.79,214,76951.99
2021-09-03,0.0,5926.79,538.96,6465.75,194,68868.32
2021-09-04,0.0,5484.84,582.720517,6067.560517,230,82413.64
2021-09-05,0.0,5789.96,555.34,6345.3,271,93179.33
2021-09-06,0.0,9860.0,451.01,10311.01,266,96514.98
2021-09-07,0.0,5115.99,427.380373,5543.370373,221,73329.35
2021-09-08,0.0,5471.14,429.474976,5900.614976000001,227,79518.38
2021-09-09,0.0,5967.21,409.302511,6376.512511,209,66866.6
2021-09-10,0.0,4947.8,411.91,5359.71,191,64572.17
2021-09-11,0.0,5356.51,444.38,5800.89,207,68343.66
2021-09-12,0.0,6383.32,431.219333,6814.539333,312,100551.45
2021-09-13,0.0,4777.35,413.63,5190.9800000000005,220,87162.21
2021-09-14,0.0,5246.09,431.13,5677.22,157,51304.09
2021-09-15,0.0,6755.21,391.663242,7146.873242,204,73214.92
2021-09-16,0.0,5049.67,366.17,5415.84,229,79115.53
2021-09-17,0.0,4869.13,365.141199,5234.271199,181,65426.69
2021-09-18,0.0,5960.78,391.32,6352.099999999999,185,64156.89
2021-09-19,0.0,7298.65,378.61,7677.259999999999,347,112158.37
2021-09-20,0.0,5645.11,371.05,6016.16,278,99233.7
2021-09-21,0.0,4765.13,375.13,5140.26,181,62021.93
2021-09-22,2588.85,5251.22,370.01,5621.2300000000005,252,82632.05
2021-09-23,0.0,5080.34,375.269266,5455.609266,183,64692.62
2021-09-24,1465.2,5227.46,373.309262,5600.769262,215,71781.18
2021-09-25,1262.25,6975.52,385.9,7361.42,213,72259.48
2021-09-26,0.0,7969.43,380.86,8350.29,374,126188.75
2021-09-27,1272.15,6176.65,364.04,6540.69,331,115418.4
2021-09-28,706.5,6170.39,373.64,6544.030000000001,243,85072.6
2021-09-29,5809.5,6917.24,399.19,7316.429999999999,265,93173.5
2021-09-30,15988.5,4529.14,451.91,4981.05,208,76578.72
2021-10-01,3663.0,5076.26,475.85,5552.110000000001,168,59806.06
2021-10-02,7210.65,6354.06,496.959426,6851.019426000001,236,83256.53
2021-10-03,9625.5,7291.35,491.012553,7782.362553000001,338,120942.01
2021-10-04,1287.0,6246.37,317.3939,6563.7639,269,95670.45
2021-10-05,3206.25,5735.19,510.499495,6245.689495,237,90473.43
2021-10-06,13633.65,5600.44,495.687474,6096.127474,239,82653.21
2021-10-07,1264.5,5520.74,491.44,6012.179999999999,233,82803.48
2021-10-08,2999.25,5764.74,479.466141,6244.206141,181,67583.82
2021-10-09,9064.43,5472.43,523.79,5996.22,206,75150.11
2021-10-10,7867.17,6110.98,486.1,6597.08,283,106363.48
2021-10-11,2299.5,5293.18,448.120111,5741.3001110000005,212,74570.4
2021-10-12,2020.5,5238.76,445.28063,5684.04063,201,75215.51
2021-10-13,11297.25,5826.43,472.143208,6298.573208000001,227,80696.81
2021-10-14,2038.5,4700.74,466.040077,5166.780076999999,197,69938.01
2021-10-15,11466.91,4797.6,490.590572,5288.190572,187,71836.99
2021-10-16,9916.465,5430.25,513.88,5944.13,203,71981.0
2021-10-17,10708.54,6731.61,512.77,7244.379999999999,272,96563.24
2021-10-18,0.0,5516.68,498.030569,6014.710569000001,219,78892.81
2021-10-19,0.0,4808.65,562.773581,5371.423581,151,53800.41
2021-10-20,0.0,5301.72,571.801902,5873.521902,188,65364.93
2021-10-21,0.0,4575.28,558.71,5133.99,185,61959.1
2021-10-22,0.0,5031.65,559.82,5591.469999999999,199,69209.83
2021-10-23,0.0,6360.85,593.16,6954.01,199,66789.23
2021-10-24,0.0,6752.92,571.880991,7324.800991,252,83183.67
2021-10-25,0.0,6000.24,556.85,6557.09,280,100023.57
2021-10-26,0.0,6058.42,446.900634,6505.320634,185,102939.14
2021-10-27,0.0,5554.1,493.896401,6047.996401,171,64082.16
2021-10-28,0.0,4942.56,623.532201,5566.092201,184,68374.98
2021-10-29,0.0,5250.81,672.400693,5923.210693000001,201,67579.06
2021-10-30,0.0,5927.64,669.950796,6597.590796,219,77379.18
2021-10-31,0.0,6477.66,658.78,7136.44,216,72859.43
2021-11-01,0.0,7387.63,651.191678,8038.821678,334,120964.81
2021-11-02,0.0,5860.0,634.043475,6494.043475,270,98605.06
2021-11-03,0.0,5820.66,591.114627,6411.774627,300,106941.7
2021-11-04,0.0,5951.38,523.029331,6474.409331,286,98271.52
2021-11-05,0.0,6117.31,509.27,6626.58,255,87710.28
2021-11-06,0.0,8367.32,517.26,8884.58,270,93243.94
2021-11-07,0.0,9720.36,521.94,10242.300000000001,312,105916.47
2021-11-08,0.0,8968.14,519.173117,9487.313117,274,96146.89
2021-11-09,0.0,7421.2,514.22,7935.42,214,75510.02
2021-11-10,2115.0,7417.27,558.558628,7975.828628,252,86870.89
2021-11-11,2300.4,8883.46,563.499932,9446.959932,297,104007.31
2021-11-12,1845.87,7404.88,543.430997,7948.3109970000005,270,92607.92
2021-11-13,1650.0,10671.9,575.650962,11247.550962,229,83493.11
2021-11-14,3555.0,9265.25,564.360952,9829.610951999999,383,132909.89
2021-11-15,1346.4,8597.45,563.272859,9160.722859000001,356,120477.51
2021-11-16,2947.5,8754.7,561.64,9316.34,252,92155.31
2021-11-17,1111.5,8964.16,569.35189,9533.51189,247,89494.25
2021-11-18,2718.0,9054.59,564.1,9618.69,230,82854.13
2021-11-19,2255.4,9201.44,556.669512,9758.109512,321,127697.04
2021-11-20,1575.0,11989.83,575.730969,12565.560969,403,133608.15
2021-11-21,4635.0,11810.14,570.4519,12380.5919,576,200366.17
2021-11-22,751.5,9982.12,563.731909,10545.851909,387,144054.22
2021-11-23,15894.0,11163.73,569.560953,11733.290953,266,96775.2
2021-11-24,1062.0,14075.04,589.17,14664.210000000001,394,135355.51
2021-11-25,0.0,18441.05,615.18,19056.23,507,181825.09
2021-11-26,909.0,44782.93,674.27,45457.2,1993,717994.93
2021-11-27,810.0,29771.94,679.88,30451.82,987,350885.05
2021-11-28,7249.5,48549.05,881.09,49430.14,1581,572012.8
2021-11-29,751.5,29047.09,861.38,29908.47,868,303516.34
2021-11-30,6939.0,15816.82,870.84,16687.66,446,160318.12
2021-12-01,22405.5,18443.63,892.25,19335.88,426,157747.1
2021-12-02,9567.0,14818.88,860.601972,15679.481972,368,130198.0
2021-12-03,25519.5,15499.75,863.24,16362.99,339,122006.3
2021-12-04,2016.0,20450.71,916.600619,21367.310619,472,171712.34
2021-12-05,12964.5,20825.25,886.371896,21711.621896,757,273217.08
2021-12-06,6660.0,19136.88,884.520477,20021.400477000003,746,273757.18
2021-12-07,1872.0,18890.88,872.134718,19763.014718000002,582,206062.66
2021-12-08,5944.5,16964.32,869.671718,17833.991718,556,193904.3
2021-12-09,1984.5,14410.61,866.66,15277.27,518,193014.08
2021-12-10,2380.5,13631.93,869.522327,14501.452327,415,145816.74
2021-12-11,648.0,15263.81,896.928863,16160.738862999999,592,212283.27
2021-12-12,4698.0,18141.02,881.165616,19022.185616,861,309900.01
2021-12-13,12190.5,15157.15,899.77147,16056.92147,663,243732.84
2021-12-14,6061.5,13496.17,935.051277,14431.221277,463,178573.52
2021-12-15,10165.5,13837.33,1016.28,14853.61,605,228655.64
2021-12-16,14112.0,12945.39,1062.96287,14008.352869999999,487,176445.39
2021-12-17,8347.5,11681.46,1088.4744,12769.934399999998,373,147387.07
2021-12-18,10314.0,12863.39,1130.04,13993.43,502,181286.67
2021-12-19,16105.5,14197.03,1148.41,15345.44,534,187151.44
2021-12-20,20308.5,15829.5,1157.39,16986.89,722,248907.47
2021-12-21,6750.0,13244.59,1253.1,14497.69,388,176411.42
2021-12-22,6336.0,8161.72,1472.36084,9634.08084,281,102080.0
2021-12-23,12262.5,5240.7,1635.53963,6876.23963,226,81968.57
2021-12-24,9018.0,3383.92,1672.30037,5056.22037,163,58781.43
2021-12-25,0.0,13220.75,1722.69435,14943.44435,340,127551.89
2021-12-26,0.0,12722.62,1711.44073,14434.060730000001,472,169760.05
2021-12-27,0.0,13675.6,1370.16045,15045.76045,587,221997.16
2021-12-28,0.0,11280.31,1117.07,12397.38,338,126760.21
2021-12-29,0.0,6297.83,1110.7889,7408.6188999999995,333,124971.81
2021-12-30,0.0,5305.41,983.6,6289.01,283,104589.42
2021-12-31,0.0,4116.22,944.0,5060.22,223,85171.04
2022-01-01,0.0,5846.83,1029.56,6876.389999999999,209,74213.06
2022-01-02,0.0,9389.4,1013.22,10402.619999999999,322,115849.42
2022-01-03,0.0,7611.7,1009.31,8621.01,375,133953.87
2022-01-04,0.0,9146.91,997.270601,10144.180601,256,95216.52
2022-01-05,0.0,8723.76,784.43,9508.19,298,112833.21
2022-01-06,0.0,7444.24,762.681429,8206.921429,279,107901.25
2022-01-07,0.0,6063.21,763.7,6826.91,178,64698.72
2022-01-08,0.0,6956.92,796.51,7753.43,227,83382.57
2022-01-09,0.0,6740.39,802.99,7543.38,271,98727.45
2022-01-10,0.0,5622.0,794.60077,6416.60077,208,79169.51
2022-01-11,0.0,4949.36,790.491523,5739.851522999999,177,66161.56
2022-01-12,0.0,7549.41,812.36,8361.77,402,137452.61
2022-01-13,0.0,5701.8,792.3,6494.1,319,109032.51
2022-01-14,0.0,5258.43,785.52,6043.950000000001,277,94467.95
2022-01-15,0.0,6306.45,821.74,7128.19,304,105597.81
2022-01-16,0.0,6737.72,805.08,7542.8,428,153195.74
2022-01-17,0.0,5856.29,781.749237,6638.039237,356,120467.41
2022-01-18,0.0,5643.12,788.245403,6431.365403,181,64473.59
2022-01-19,0.0,5591.96,789.411511,6381.371511,209,76291.69
2022-01-20,0.0,4852.17,821.230859,5673.400859,184,60931.27
2022-01-21,0.0,4690.72,805.62,5496.34,236,83554.39
2022-01-22,0.0,5505.07,808.66,6313.73,277,94869.61
2022-01-23,0.0,5776.91,804.81,6581.719999999999,307,111015.19
2022-01-24,0.0,4967.98,788.38,5756.36,276,92193.27
2022-01-25,0.0,4632.63,808.14,5440.77,180,60206.14
2022-01-26,0.0,4601.47,797.969818,5399.439818000001,195,63243.43
2022-01-27,0.0,4467.32,792.072768,5259.392768,218,69156.42
2022-01-28,0.0,5059.9,344.85,5404.75,215,74417.33
2022-01-29,0.0,5447.64,0.0,5447.64,227,73602.6
2022-01-30,0.0,5851.51,0.0,5851.51,328,113588.73
2022-01-31,0.0,5055.97,0.0,5055.97,273,93474.57
2022-02-01,0.0,5654.08,930.291976,6584.371976,223,76257.06
2022-02-02,0.0,6016.85,930.579143,6947.429143,280,101849.69
2022-02-03,0.0,5444.32,928.289188,6372.609187999999,266,89832.85
2022-02-04,0.0,5136.38,928.97,6065.35,250,81323.47
2022-02-05,0.0,6331.3,928.99,7260.29,261,90968.93
2022-02-06,0.0,7329.64,808.43,8138.070000000001,339,114126.59
2022-02-07,0.0,6587.4,787.13,7374.53,312,109889.56
2022-02-08,0.0,6422.49,815.667755,7238.157755,269,93148.47
2022-02-09,0.0,7055.87,804.87,7860.74,280,96771.5
2022-02-10,0.0,6598.35,796.15,7394.5,222,77819.05
2022-02-11,0.0,6819.35,803.3,7622.650000000001,231,83175.73
2022-02-12,0.0,7346.97,784.5,8131.47,277,93993.37
2022-02-13,0.0,8423.73,790.02,9213.75,335,109040.46
2022-02-14,0.0,7860.45,786.450836,8646.900836,308,99061.87
2022-02-15,0.0,7440.46,813.93,8254.39,289,100709.42
2022-02-16,0.0,7429.61,803.286213,8232.896213,301,98450.63
2022-02-17,0.0,4605.85,795.82,5401.67,230,77793.08
2022-02-18,0.0,4753.27,795.14,5548.410000000001,219,77131.33
2022-02-19,0.0,7089.81,814.48,7904.290000000001,226,70612.3
2022-02-20,0.0,7257.35,789.34,8046.6900000000005,277,94836.95
2022-02-21,0.0,7757.35,775.8,8533.15,315,100217.5
2022-02-22,0.0,6734.2,814.38,7548.58,201,63533.53
2022-02-23,0.0,6271.55,780.89,7052.4400000000005,208,71097.4
2022-02-24,0.0,5633.38,793.94,6427.32,241,79571.51
2022-02-25,0.0,6155.74,812.81,6968.549999999999,253,81393.97
2022-02-26,0.0,7068.46,832.84,7901.3,295,100151.11
2022-02-27,0.0,9025.82,780.96,9806.779999999999,380,125912.42
2022-02-28,0.0,8110.21,805.969181,8916.179181,336,117305.35
2022-03-01,0.0,7776.53,804.261679,8580.791679,371,125326.68
2022-03-02,0.0,8254.61,805.74,9060.35,377,135524.44
2022-03-03,0.0,7406.89,781.951701,8188.841701,310,109547.44
2022-03-04,0.0,7092.71,790.772486,7883.482486,351,118202.48
2022-03-05,0.0,8638.92,830.33,9469.25,325,108969.33
2022-03-06,0.0,9585.97,802.211666,10388.181665999999,449,151276.62
2022-03-07,0.0,8898.5,808.88,9707.38,364,116887.47
2022-03-08,0.0,8368.15,795.638322,9163.788322,305,108313.19
2022-03-09,0.0,9343.74,787.61,10131.35,343,121062.6
2022-03-10,0.0,7735.62,806.22,8541.84,301,101325.54
2022-03-11,0.0,6995.76,629.32,7625.08,251,84893.89
2022-03-12,0.0,7386.24,601.63,7987.87,296,98299.63
2022-03-13,0.0,8302.47,641.57,8944.039999999999,432,145732.46
2022-03-14,0.0,6722.98,651.76,7374.74,319,105831.31
2022-03-15,0.0,6412.27,662.28,7074.55,269,90144.24
2022-03-16,0.0,7336.58,644.99,7981.57,296,97466.71
2022-03-17,0.0,6466.18,856.4,7322.58,241,75676.69
2022-03-18,0.0,5762.56,735.77,6498.33,213,70870.03
2022-03-19,0.0,7192.68,716.16,7908.84,242,82118.55
2022-03-20,0.0,7402.22,662.72,8064.9400000000005,313,104500.43
2022-03-21,0.0,6194.97,647.24,6842.21,260,85576.7
2022-03-22,0.0,5740.31,681.72,6422.030000000001,226,79357.75
2022-03-23,0.0,5726.49,680.66,6407.15,218,82603.4
2022-03-24,0.0,4889.88,707.48,5597.360000000001,199,68947.46
2022-03-25,0.0,5145.39,700.15,5845.54,212,71026.06
2022-03-26,0.0,5281.6,742.9,6024.5,222,77195.22
2022-03-27,0.0,5522.86,735.21,6258.07,246,82670.77
2022-03-28,0.0,5478.67,729.87,6208.54,271,88983.46
2022-03-29,0.0,5893.82,724.55,6618.37,356,112669.61
2022-03-30,0.0,5826.35,761.14,6587.490000000001,435,141414.58
2022-03-31,0.0,5663.69,803.87,6467.5599999999995,362,121766.38
2022-04-01,0.0,6182.01,820.92,7002.93,454,153136.64
2022-04-02,0.0,8889.18,866.44,9755.62,441,144167.05
2022-04-03,0.0,10478.39,965.16,11443.55,515,168242.04
2022-04-04,0.0,8837.39,951.72,9789.109999999999,361,122158.73
2022-04-05,0.0,9472.66,936.687186,10409.347185999999,350,116089.99
2022-04-06,0.0,10686.33,969.34,11655.67,386,130801.1
2022-04-07,0.0,8339.56,1022.42,9361.98,296,96829.01
2022-04-08,0.0,8789.81,1051.75,9841.56,286,98484.35
2022-04-09,0.0,9917.68,1145.96,11063.64,367,116235.87
2022-04-10,0.0,10989.55,1263.61,12253.16,377,131750.54
2022-04-11,0.0,8747.82,1169.46446,9917.284459999999,338,115256.98
2022-04-12,0.0,9223.42,1265.19,10488.61,335,112172.55
2022-04-13,0.0,8944.26,1222.87553,10167.13553,331,116523.24
2022-04-14,0.0,7368.92,1220.6874,8589.6074,277,94063.73
2022-04-15,0.0,6593.76,1172.32,7766.08,263,90991.7
2022-04-16,0.0,7405.51,1297.94,8703.45,242,80306.15
2022-04-17,0.0,8040.63,1360.67,9401.3,263,90939.36
2022-04-18,0.0,9383.63,1271.9,10655.529999999999,358,122255.59
2022-04-19,0.0,7934.48,1195.21,9129.689999999999,349,118996.34
2022-04-20,0.0,7008.39,1185.23,8193.62,306,105328.21
2022-04-21,0.0,6987.58,1100.43,8088.01,318,107518.96
2022-04-22,0.0,5914.16,1051.07266,6965.23266,225,76791.01
2022-04-23,0.0,6910.92,1093.14,8004.06,261,91414.81
2022-04-24,0.0,6728.05,1187.22,7915.27,279,96263.39
2022-04-25,0.0,6869.99,1123.12733,7993.11733,279,95597.03
2022-04-26,0.0,6620.38,1107.95262,7728.33262,265,93803.65
2022-04-27,0.0,6576.47,1098.75,7675.22,268,93907.66
2022-04-28,0.0,5911.55,946.01,6857.56,468,154008.26
2022-04-29,0.0,6154.16,933.93,7088.09,303,98242.31
2022-04-30,0.0,5845.22,990.24,6835.46,294,92674.77
2022-05-01,0.0,7660.15,1090.37,8750.52,383,127071.11
2022-05-02,0.0,10046.98,1015.65,11062.63,324,107431.84
2022-05-03,0.0,5146.68,987.28,6133.96,377,128552.1
2022-05-04,0.0,7706.53,1110.47,8817.0,377,123092.031
2022-05-05,0.0,5572.09,1133.75,6705.84,316,108815.5
2022-05-06,0.0,6108.69,1159.01,7267.7,242,85624.96
2022-05-07,0.0,6171.39,1225.39647,7396.78647,243,83140.38
2022-05-08,0.0,7231.36,1317.64,8549.0,335,112932.94
2022-05-09,0.0,6227.33,1211.68,7439.01,359,125336.97
2022-05-10,0.0,5648.73,1271.88,6920.61,234,86218.51
2022-05-11,0.0,6144.73,1132.90081,7277.63081,253,89642.5
2022-05-12,0.0,5800.57,1180.82,6981.389999999999,221,77517.22
2022-05-13,0.0,5285.29,1211.57672,6496.86672,223,75567.69
2022-05-14,0.0,5844.38,1304.02,7148.4,208,69342.55
2022-05-15,0.0,6953.82,1544.53,8498.35,255,86122.43
2022-05-16,0.0,6704.57,1745.07283,8449.64283,314,103883.87
2022-05-17,0.0,5433.56,1676.79717,7110.35717,303,101773.34
2022-05-18,0.0,5581.49,1365.92425,6947.41425,294,96836.72
2022-05-19,0.0,4856.4,1354.11719,6210.51719,272,85329.63
2022-05-20,0.0,4548.23,1294.36,5842.589999999999,208,68177.65
2022-05-21,0.0,4342.34,1388.39,5730.7300000000005,188,60821.15
2022-05-22,0.0,5785.88,1446.2,7232.08,254,81477.82
2022-05-23,0.0,6164.36,1362.46,7526.82,364,117450.7
2022-05-24,0.0,5662.12,1306.39,6968.51,313,101296.21
2022-05-25,0.0,5578.53,1499.09675,7077.626749999999,256,86434.5
2022-05-26,0.0,6264.58,1434.54,7699.12,277,92409.14
2022-05-27,0.0,5472.73,1518.22,6990.95,290,94124.87
2022-05-28,0.0,5471.96,1555.21,7027.17,242,78177.95
2022-05-29,0.0,7842.42,1659.67,9502.09,340,109665.17
2022-05-30,0.0,8564.97,1595.17,10160.14,430,146006.99
2022-05-31,0.0,8003.7,1523.94021,9527.64021,401,137260.4
2022-06-01,0.0,9161.94,1649.01698,10810.95698,438,149249.86
2022-06-02,0.0,8745.02,1673.97117,10418.991170000001,369,122733.61
2022-06-03,0.0,8017.92,1641.52,9659.44,333,111034.33
2022-06-04,0.0,7266.36,1731.89,8998.25,298,98575.82
2022-06-05,0.0,7562.11,1857.74,9419.85,355,120028.69
2022-06-06,0.0,8730.37,1789.55295,10519.92295,487,192824.21
2022-06-07,0.0,7881.57,1726.89299,9608.46299,366,124041.8
2022-06-08,0.0,8110.23,1706.49198,9816.72198,393,127567.7
2022-06-09,0.0,6473.08,1662.50296,8135.58296,331,110691.44
2022-06-10,0.0,7046.28,1668.39317,8714.67317,304,101311.06
2022-06-11,0.0,7665.93,1753.0,9418.93,265,89937.18
2022-06-12,0.0,8045.24,1852.27,9897.51,336,108705.2
2022-06-13,0.0,8887.08,1780.58401,10667.66401,389,136639.61
2022-06-14,0.0,7829.46,1565.81709,9395.27709,296,102154.14
2022-06-15,0.0,5471.82,1536.24517,7008.06517,288,93997.85
2022-06-16,0.0,4097.02,1506.26092,5603.28092,236,74248.15
2022-06-17,0.0,3282.37,1297.24425,4579.61425,210,78793.13
2022-06-18,0.0,3238.31,1263.3,4501.61,185,64169.27
2022-06-19,0.0,5159.89,1441.51241,6601.402410000001,287,92022.79
2022-06-20,25504.01,6483.97,1215.6,7699.57,333,110289.38
2022-06-21,20646.675,5377.36,1151.41,6528.7699999999995,246,77829.59
2022-06-22,23143.170000000002,7822.15,1230.9675,9053.1175,373,128132.1
2022-06-23,17192.875,7028.59,1317.20596,8345.79596,302,98872.5
2022-06-24,6197.33,6113.45,1280.32,7393.7699999999995,242,78749.63
2022-06-25,38433.21,5945.27,1300.39,7245.660000000001,268,96537.69
2022-06-26,18499.385,6702.68,1461.89,8164.570000000001,362,111731.39
2022-06-27,31794.965,5692.03,1397.8959,7089.9259,409,137593.6
2022-06-28,16955.73,4888.09,1341.83862,6229.928620000001,338,129669.87
2022-06-29,15311.125,5153.78,1324.95851,6478.738509999999,377,125917.4
2022-06-30,12693.135,5155.42,1299.82449,6455.24449,307,104583.17
2022-07-01,4207.045,4436.65,1417.68104,5854.331039999999,305,99011.32
2022-07-02,13876.35,4933.67,1459.69,6393.360000000001,300,100782.84
2022-07-03,20521.73,7003.61,1666.5477,8670.1577,394,134220.97
2022-07-04,11308.945,5711.88,1596.5,7308.38,395,135900.49
2022-07-05,18158.34,6214.13,1580.99,7795.12,382,133858.88
2022-07-06,4578.46,5585.75,1731.2718,7317.0218,302,123628.2
2022-07-07,16193.785,5218.99,1718.46053,6937.45053,292,103802.82
2022-07-08,7665.535,5621.94,1564.06042,7186.000419999999,254,91329.37
2022-07-09,16673.239999999998,4680.73,1497.29,6178.0199999999995,214,72484.04
2022-07-10,10579.880000000001,4623.15,1657.10832,6280.25832,262,94055.23
2022-07-11,0.0,4839.31,1586.9161,6426.2261,327,122825.85
2022-07-12,0.0,4568.08,1314.01,5882.09,277,97877.65
2022-07-13,0.0,3763.82,1326.40619,5090.22619,227,92173.4
2022-07-14,0.0,3831.82,1313.72427,5145.54427,273,94353.56
2022-07-15,0.0,3326.34,1107.13676,4433.4767600000005,202,73834.15
2022-07-16,0.0,3686.72,1091.56,4778.28,167,61943.36
2022-07-17,0.0,4191.39,1227.09,5418.4800000000005,248,89496.37
2022-07-18,0.0,4388.74,1194.32713,5583.067129999999,270,99204.53
2022-07-19,0.0,3675.99,1145.76,4821.75,253,105486.21
2022-07-20,0.0,3720.24,1126.8172,4847.057199999999,249,82525.69
2022-07-21,0.0,3433.41,1108.8214,4542.2314,210,75905.12
2022-07-22,0.0,3151.29,947.48,4098.77,236,88844.29
2022-07-23,0.0,2841.96,892.9,3734.86,231,87145.97
2022-07-24,0.0,4071.32,1009.7625,5081.0825,280,100313.0
2022-07-25,0.0,6311.15,979.46,7290.61,369,128930.93
2022-07-26,0.0,6049.21,1050.11288,7099.32288,278,111907.72
2022-07-27,0.0,6313.14,1091.6055,7404.7455,275,95643.63
2022-07-28,0.0,6317.13,1344.07293,7661.20293,275,103227.31
2022-07-29,0.0,6387.94,1416.82,7804.759999999999,300,136899.22
2022-07-30,0.0,5281.19,1147.9,6429.09,262,95789.74
2022-07-31,0.0,6202.77,1216.19828,7418.968280000001,320,114200.9
2022-08-01,0.0,6977.59,1197.3,8174.89,487,178254.14
2022-08-02,0.0,6177.65,1151.91,7329.5599999999995,279,108809.14
2022-08-03,0.0,4819.41,1133.11,5952.5199999999995,277,110595.04
2022-08-04,0.0,5413.19,1168.71,6581.9,244,90112.26
2022-08-05,0.0,5145.05,1063.10869,6208.15869,293,105512.86
2022-08-06,0.0,5145.42,1104.11672,6249.53672,297,107739.0
2022-08-07,0.0,5633.79,1163.88,6797.67,294,99822.36
2022-08-08,0.0,5745.96,1114.05338,6860.01338,394,143425.54
2022-08-09,0.0,5667.14,1107.69286,6774.83286,268,104535.14
2022-08-10,0.0,5082.14,934.403507,6016.543507,239,86471.18
2022-08-11,0.0,4793.86,957.325432,5751.185431999999,211,79463.84
2022-08-12,0.0,4097.16,905.38,5002.54,196,74714.5
2022-08-13,0.0,3762.65,913.920006,4676.570006,176,64242.5
2022-08-14,0.0,4207.62,962.693204,5170.313204,218,76530.41
2022-08-15,0.0,4652.67,976.579516,5629.249516,301,105356.19
2022-08-16,0.0,4636.72,880.117864,5516.837864,240,85755.73
2022-08-17,0.0,4445.95,862.473467,5308.423467,274,100482.38
2022-08-18,0.0,3863.42,836.09,4699.51,208,78651.6
2022-08-19,0.0,3633.51,837.851162,4471.361162,226,86963.0
2022-08-20,0.0,2980.04,885.077337,3865.117337,214,69149.31
2022-08-21,0.0,3562.21,948.21,4510.42,297,99820.16
2022-08-22,0.0,4211.69,950.515544,5162.2055439999995,361,122948.01
2022-08-23,0.0,4409.21,968.592481,5377.802481,300,111987.7
2022-08-24,0.0,4140.39,1024.16264,5164.55264,270,91969.3
2022-08-25,0.0,4335.82,1226.21761,5562.037609999999,303,105271.45
