date,google,meta
5/27/2022,5472.73,1518.22
5/28/2022,5471.96,1555.21
5/29/2022,7842.42,1659.67
5/30/2022,8564.97,1595.17
5/31/2022,8003.7,1523.94021
6/1/2022,9161.94,1649.01698
6/2/2022,8745.02,1673.97117
6/3/2022,8017.92,1641.52
6/4/2022,7266.36,1731.89
6/5/2022,7562.11,1857.74
6/6/2022,8730.37,1789.55295
6/7/2022,7881.57,1726.89299
6/8/2022,8110.23,1706.49198
6/9/2022,6473.08,1662.50296
6/10/2022,7046.28,1668.39317
6/11/2022,7665.93,1753
6/12/2022,8045.24,1852.27
6/13/2022,8887.08,1780.58401
6/14/2022,7829.46,1565.81709
6/15/2022,5471.82,1536.24517
6/16/2022,4097.02,1506.26092
6/17/2022,3282.37,1297.24425
6/18/2022,3238.31,1263.3
6/19/2022,5159.89,1441.51241
6/20/2022,6483.97,1215.6
6/21/2022,5377.36,1151.41
6/22/2022,7822.15,1230.9675
6/23/2022,7028.59,1317.20596
6/24/2022,6113.45,1280.32
6/25/2022,5945.27,1300.39
6/26/2022,6702.68,1461.89
6/27/2022,5692.03,1397.8959
6/28/2022,4888.09,1341.83862
6/29/2022,5153.78,1324.95851
6/30/2022,5155.42,1299.82449
7/1/2022,4436.65,1417.68104
7/2/2022,4933.67,1459.69
7/3/2022,7003.61,1666.5477
7/4/2022,5711.88,1596.5
7/5/2022,6214.13,1580.99
7/6/2022,5585.75,1731.2718
7/7/2022,5218.99,1718.46053
7/8/2022,5621.94,1564.06042
7/9/2022,4680.73,1497.29
7/10/2022,4623.15,1657.10832
7/11/2022,4839.31,1586.9161
7/12/2022,4568.08,1314.01
7/13/2022,3763.82,1326.40619
7/14/2022,3831.82,1313.72427
7/15/2022,3326.34,1107.13676
7/16/2022,3686.72,1091.56
7/17/2022,4191.39,1227.09
7/18/2022,4388.74,1194.32713
7/19/2022,3675.99,1145.76
7/20/2022,3720.24,1126.8172
7/21/2022,3433.41,1108.8214
7/22/2022,3151.29,947.48
7/23/2022,2841.96,892.9
7/24/2022,4071.32,1009.7625
7/25/2022,6311.15,979.46
7/26/2022,6049.21,1050.11288
7/27/2022,6313.14,1091.6055
7/28/2022,6317.13,1344.07293
7/29/2022,6387.94,1416.82
7/30/2022,5281.19,1147.9
7/31/2022,6202.77,1216.19828
8/1/2022,6977.59,1197.3
8/2/2022,6177.65,1151.91
8/3/2022,4819.41,1133.11
8/4/2022,5413.19,1168.71
8/5/2022,5145.05,1063.10869
8/6/2022,5145.42,1104.11672
8/7/2022,5633.79,1163.88
8/8/2022,5745.96,1114.05338
8/9/2022,5667.14,1107.69286
8/10/2022,5082.14,934.403507
8/11/2022,4793.86,957.325432
8/12/2022,4097.16,905.38
8/13/2022,3762.65,913.920006
8/14/2022,4207.62,962.693204
8/15/2022,4652.67,976.579516
8/16/2022,4636.72,880.117864
8/17/2022,4445.95,862.473467
8/18/2022,3863.42,836.09
8/19/2022,3633.51,837.851162
8/20/2022,2980.04,885.077337
8/21/2022,3562.21,948.21
8/22/2022,4211.69,950.515544
8/23/2022,4409.21,968.592481
8/24/2022,4140.39,1024.16264
8/25/2022,4335.82,1226.21761
8/26/2022,4001.58,1244.75
8/27/2022,4191.38,1332.87
8/28/2022,4833.83,1381.63293
8/29/2022,5973.93,1356.647
8/30/2022,5976.09,1307.61314
8/31/2022,6074.19,1328.24
9/1/2022,5992.22,1163.19
9/2/2022,5252.25,1176
9/3/2022,5846.91,1267.97
9/4/2022,6988.49,1374.81
9/5/2022,6697.72,1353.41
9/6/2022,7406.4,1396.51671
9/7/2022,7180.38,1530.52653
9/8/2022,7128.7,1581.0068
9/9/2022,6574.97,1556.08524
9/10/2022,6997.87,1595.68
9/11/2022,7400.26,1690.21674
9/12/2022,6181.92,1375.74636
9/13/2022,6368.12,1330.64737
9/14/2022,6241.21,1351.04709
9/15/2022,5449.49,1241.50723
9/16/2022,5248.84,1165.64
9/17/2022,5572.26,1100.16
9/18/2022,6219.42,1197.6612
9/19/2022,5241.03,1179.43
9/20/2022,5052.39,1154.51111
9/21/2022,5212.45,1143.93099
9/22/2022,4122.81,1158.29
9/23/2022,4442.75,989.602839
9/24/2022,4922.85,961.558037
9/25/2022,5478.74,1052.02
9/26/2022,4490.85,1033.12
9/27/2022,4605.48,1011.41428
9/28/2022,5327.47,1016.3568
9/29/2022,5068.98,1167.99
9/30/2022,4219.18,1144.48699
10/1/2022,5027.88,1136.95
10/2/2022,5575.95,1214.6
10/3/2022,4942.75,1189.67072
10/4/2022,5184.32,1162.20687
10/5/2022,5640.43,1139.73966
10/6/2022,5150.73,1132.61687
10/7/2022,4376.23,1035.44695
10/8/2022,5013.98,1022.73
10/9/2022,5581.91,1127.64
10/10/2022,5486.98,1099.83661
10/11/2022,4499.79,1075.60342
10/12/2022,4690.22,980.9
10/13/2022,4584.4,860.79
10/14/2022,4120.8,892.252041
10/15/2022,5011.18,941.334092
10/16/2022,5304.48,1037.29596
10/17/2022,5037.41,1010.5742
10/18/2022,4648.33,982.66795
10/19/2022,4729.93,1011.18509
10/20/2022,4625.3,1062.38175
10/21/2022,4037.99,935.573899
10/22/2022,4750.49,910.478786
10/23/2022,5439.33,1027.04
10/24/2022,5078.49,996.31
10/25/2022,6316.55,972.778653
10/26/2022,6073.14,964.012419
10/27/2022,6001.67,962.228064
10/28/2022,5889.87,1040.78241
10/29/2022,6479.29,1072.64624
10/30/2022,7447.07,1205.8
10/31/2022,6807.12,1139.52366
11/1/2022,7300.79,1116.88
11/2/2022,7268,1102.75638
11/3/2022,7554.91,1103.29
11/4/2022,7383.46,1146.26
11/5/2022,7792.71,1221.18121
11/6/2022,8522.22,1362.52
11/7/2022,8049.07,1424.24354
11/8/2022,7547.53,1488.64
11/9/2022,8327.72,1469.19077
11/10/2022,7330.3,1435.77176
11/11/2022,8778.08,1268.84606
11/12/2022,8555.01,1255.37401
11/13/2022,8691.99,1362.16605
11/14/2022,8406.26,1309.48
11/15/2022,8023.39,1274.74554
11/16/2022,5339.62,1243.14934
11/17/2022,4507.85,1150.19316
11/18/2022,5027.97,1150.75995
11/19/2022,5761.85,1191.22616
11/20/2022,9558.26,1652.9
11/21/2022,8846.3,1766.15
11/22/2022,8189.34,1885.41714
11/23/2022,9017.35,1911.9348
11/24/2022,11846.27,1915.57
11/25/2022,26274.78,1965.27215
11/26/2022,22570.66,0
11/27/2022,34207.5,3500.61249
11/28/2022,32614.04,2871.39597
11/29/2022,13902.88,2325.51093
11/30/2022,13831.6,1854.56453
12/1/2022,12440.22,1735.59306
12/2/2022,10557.57,1702.84391
12/3/2022,10244.73,1732.72
12/4/2022,12592.64,1886.1848
12/5/2022,9793.35,1863.01922
12/6/2022,10390.07,2088.36308
12/7/2022,13688.34,2249.69387
12/8/2022,17595.45,2249.80613
12/9/2022,15264.23,2630.45306
12/10/2022,16406.87,3072.41
12/11/2022,17446.23,3555.12
12/12/2022,16427.17,3895.86
12/13/2022,16117.16,3937.21
12/14/2022,16524.8,3870.24282
12/15/2022,15005.49,3846.27841
12/16/2022,14150.12,3583.38309
12/17/2022,15969.56,3999.9
12/18/2022,14681.38,4181.67
12/19/2022,18164.83,3946.38
12/20/2022,9517.07,3632.02
12/21/2022,9045.36,3276.32309
12/22/2022,6705.81,2343.32
12/23/2022,4528.8,1708.1445
12/24/2022,3514.28,1351.5
12/25/2022,9960.14,1527.88
12/26/2022,8115.29,1415.81
12/27/2022,6975.78,1503.6855
12/28/2022,7543.94,1765.89
12/29/2022,7754.17,1755.62
12/30/2022,5096.5,1743.07
12/31/2022,4456.66,1799.14
